model,experiment_id,task_type,throughput_tps,latency_s,latency_per_token_ms,ttft_s,token_count,cpu_percent_avg,cpu_percent_peak,mem_used_avg_mb,mem_used_peak_mb,gpu_util_avg,gpu_util_peak,gpu_mem_avg_mb,gpu_mem_peak_mb,gpu_power_avg_w,gpu_power_peak_w,gpu_energy_j,gpu_temp_avg_c,cpu_energy_j,response_length,avg_response_length,temperature,max_tokens,norm_throughput,norm_latency,norm_energy,norm_gpu_util,efficiency_score,norm_quality,qe_ratio
gemma_2b_hf_8bit,exp_20260303_192242_2570525529760,translation,9.570335544837478,14.524046659469604,104.48954431273097,,139,9.732394366197182,14.8,9272.086487676057,9315.9453125,34.309859154929576,71,5768.6171875,5768.6171875,19.98245070422535,25.504,291.88099159228796,37.57746478873239,64.10919975042343,244,244.0,0.2,300,0.03865860472403858,0.6648671668496586,0.7268245136746115,0.116648198921639,0.43297094604689645,0.15076717811874582,0.2786119295334681
gemma_2b_hf_8bit,exp_20260303_192259_2570525529760,translation,12.033487048346592,4.986085891723633,83.10143152872722,,60,10.296000000000001,15.3,9270.925,9278.46875,33.4,39,5768.6171875,5768.6171875,25.33816,29.498,127.13611621296407,38.48,23.881087274551383,296,296.0,0.2,240,0.0845579324944569,0.9135659636778757,0.9021358748904419,0.1019745683862297,0.578533724568278,0.18545697131420946,0.45300637023979834
gemma_2b_hf_8bit,exp_20260303_192306_2570525529760,translation,13.39987891922961,17.089706659317017,74.62753999701754,,229,11.560714285714287,22.2,9252.357189360118,9283.58984375,38.273809523809526,78,5768.6171875,5768.6171875,28.067952380952388,36.944,480.8200599036216,39.01190476190476,89.85748022317887,1318,1318.0,0.2,300,0.11001981263262386,0.5979685319559102,0.52576718077582,0.18057627268833726,0.38112863887256854,0.867244829886591,1.3949511523531286
gemma_4b_ol_q4km,exp_20260303_171044_2801312650912,code,17.30741807364079,8.146795749664307,57.77869326003054,5.574139833450317,141,23.128205128205124,56.4,11671.942708333334,12069.890625,28.923076923076923,81,2606.8888221153848,4028.6171875,36.17646153846154,83.146,298.219483610034,60.87179487179487,86.75024922072892,389,389.0,0.1,1200,0.21461647659350047,0.9903701027504337,0.9942786734183139,0.12376693694250505,0.6812412234880244,0.05201992252351965,0.18864872044339315
gemma_4b_ol_q4km,exp_20260303_171105_2801312650912,code,49.43153578097441,5.603710174560547,20.23000063018248,1.111814260482788,277,10.488888888888889,17.8,11546.491608796296,11568.3359375,63.44444444444444,85,4028.6171875,4028.6171875,64.60374074074073,84.503,366.2160892523527,65.07407407407408,27.36949211776257,733,733.0,0.1,640,0.7035171452685756,0.9975080388252365,0.9883615864718324,0.6065521580279853,0.8771677456965509,0.11547684928979893,0.9446263631358155
gemma_4b_ol_q4km,exp_20260303_171113_2801312650912,code,45.955360562331336,4.765494108200073,21.760247069406727,0.9351146221160889,219,10.578260869565216,27.2,11559.209408967392,11577.0625,63.95652173913044,100,4028.6171875,4028.6171875,58.31565217391303,80.362,280.3810058041811,65.82608695652173,23.6462402844429,831,831.0,0.1,640,0.6506128319327312,0.9998607448281831,0.9958309836134042,0.6137136167904405,0.8589526513055686,0.13355469470577383,0.9503953293227598
gemma_4b_ol_q4km,exp_20260303_171120_2801312650912,code,45.80268603831265,4.715880632400513,21.83278070555793,1.0526502132415771,216,9.965217391304348,22.7,11563.469599184782,11581.76171875,63.130434782608695,100,4030.2693614130435,4030.6171875,59.290000000000006,82.143,283.5715462787151,66.1304347826087,22.059519293904305,619,619.0,0.1,800,0.6482892606657344,1.0,0.9955533417338464,0.6021606974661026,0.8579817067864477,0.09444751890795056,0.6870720404762388
gemma_4b_ol_q4km,exp_20260303_171127_2801312650912,code,52.09863938505304,6.890774965286255,19.194359234780656,0.9743022918701172,359,21.787878787878785,75.5,11640.234493371212,11695.7734375,69.66666666666667,100,4030.6171875,4030.6171875,65.58424242424242,80.959,456.16165065455425,68.57575757575758,69.51377964377403,998,998.0,0.1,800,0.7441081039787683,0.9938955036080703,0.9805344941892189,0.6935706380849871,0.889972240930694,0.16436081903707803,1.4526707854005614
gemma_4b_ol_q4km,exp_20260303_171136_2801312650912,creative,29.37145069424263,2.3832666873931885,34.046666962759836,1.003540277481079,70,9.774999999999999,17.8,11676.67578125,11688.9296875,43.416666666666664,79,4030.6171875,4030.6171875,36.09383333333333,84.78,89.3523643848896,65.16666666666667,11.233406782150269,84,84.0,0.8,500,0.4216655666900747,0.9866237594164886,0.9827548362516667,0.2468639279900411,0.7594798053764764,0.09210526315789473,0.40757298353267024
gemma_4b_ol_q4km,exp_20260303_171141_2801312650912,creative,45.92483076090446,4.725112676620483,21.7747127954861,1.0784969329833984,217,21.33478260869565,61.1,11734.150475543478,11760.07421875,59.73913043478261,94,4030.6171875,4030.6171875,57.68765217391302,80.657,274.6995661188364,67.52173913043478,46.13751578807831,319,319.0,0.8,500,0.6794712038869478,0.9705421540959053,0.9426794603071597,0.5094488090628629,0.8457549658756986,0.34978070175438597,2.190511899934231
gemma_4b_ol_q4km,exp_20260303_171148_2801312650912,creative,45.44298559868778,4.5111472606658936,22.005596393492162,0.8503329753875732,205,13.090909090909092,29.4,11754.145774147728,11771.359375,53.45454545454545,84,4030.6171875,4030.6171875,50.61995454545454,80.799,233.75510872983938,68.18181818181819,27.04825781643391,276,276.0,0.8,500,0.6719668513876244,0.9720114682128305,0.9515323834015328,0.40834660886370155,0.8458498960393588,0.3026315789473684,1.9045469445595298
gemma_4b_ol_q4km,exp_20260303_171155_2801312650912,creative,36.16646510971659,3.4285905361175537,27.64992367836737,0.8471276760101318,124,15.011764705882353,27.4,11816.678079044117,11842.69140625,56.88235294117647,85,4030.6171875,4030.6171875,52.75970588235294,81.789,181.19886004841328,66.6470588235294,23.46192676126957,198,198.0,0.8,500,0.5274924741910556,0.9794454540775773,0.9628959831993029,0.46349088328235627,0.7936994208594863,0.21710526315789475,1.049952173315089
gemma_4b_ol_q4km,exp_20260303_171200_2801312650912,creative,39.86832253315202,3.662055253982544,25.08257023275715,1.0141940116882324,146,9.227777777777778,16.6,11854.395182291666,11868.9140625,57.333333333333336,81,4030.6171875,4030.6171875,54.61088888888888,84.692,200.51172596609595,67.05555555555556,16.038347023129464,178,178.0,0.8,400,0.585145938801755,0.977842237014518,0.9587201965946153,0.4707459542277123,0.8150271056034419,0.19517543859649122,1.0523280132426103
gemma_4b_ol_q4km,exp_20260303_171206_2801312650912,math,53.231289859333074,7.101086616516113,18.785943429936808,0.9668173789978027,378,11.717647058823529,18.2,11862.071920955883,11902.94140625,67.97058823529412,100,4030.6171875,4030.6171875,66.50341176470589,83.779,477.3314923384189,69.55882352941177,38.19777677893639,1101,1101.0,0.0,400,0.7766071589874466,0.9204407899343279,0.7468269004282627,0.7585267003453492,0.8108231707037559,0.3973294839408156,2.045064606059057
